artist,song,year,lustro,verso_idx,verso_texto,score_AR,score_MO,score_DI,score_PO,score_NA,score_GO,pred_AR,confianza_AR,pred_MO,confianza_MO,pred_DI,confianza_DI,pred_PO,confianza_PO,pred_NA,confianza_NA
Alemán,Famous G,2018,0,32,"Valen verga tus celos, quiero dinero y senos",0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,Famous G,2018,0,36,Música de barrio que se fue al malandro,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Millones Como Tú,2018,0,13,Mi meta es darte duro hasta que hagas squeer,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Millones Como Tú,2018,0,20,Fumemos marihuana así no lo hayas hecho nunca,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Millones Como Tú,2018,0,29,¿Tienes perico o no?,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Millones Como Tú,2018,0,30,"Bueno, si quieres fiesta me marcas",0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,Quién Si No,2018,0,37,El win team en tu barrio haciendo escándalo,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Quién Si No,2018,0,41,Homegrown en tu barrio haciendo escándalo,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Quién Si No,2018,0,50,"Siempre he tirado a matar, pero te moviste",1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Quién Si No,2018,0,54,"De dónde viene supé', con joyas y limosí', dinero en el maletín",0,0,2,0,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.25,0,0.3971663629380304,0,0.3403122467607918
Alemán,Quién Si No,2018,0,60,Cada nuevo camino comienza con un final,0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Quién Si No,2018,0,63,"Estás aquí, haces lo tuyo, luego la gente te olvida",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Quién Si No,2018,0,65,El win team en tu barrio haciendo escándalo,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Quién Si No,2018,0,69,Homegrown en tu barrio haciendo escándalo,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Astro 1,2018,0,5,¡Y la noche cayó! empieza la locura y se rola otro gallo,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,9,¡Y la noche cayó! empieza la locura y se rola otro gallo,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,13,Mi barrio se pone fiera si es noche de luna llena,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Astro 1,2018,0,25,"Blunt, blunt, orquesta de balas cuando suena el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,26,"Loco, si gastas siempre con el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,27,"El ruido del barrio siempre ha sido blunt, blunt, blunt, blunt",0,0,0,1,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,1,0.5378892643889288
Alemán,Astro 1,2018,0,28,"Blunt, blunt, orquesta de balas cuando suena el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,29,"Loco, si gastas siempre con el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,30,"El ruido del barrio siempre ha sido blunt, blunt, blunt, blunt",0,0,0,1,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,1,0.5378892643889288
Alemán,Astro 1,2018,0,37,"Morros en la esquina reventando mota, piedra y parce",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,47,¡Y la noche cayó! empieza la locura y se rola otro gallo,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,51,¡Y la noche cayó! empieza la locura y se rola otro gallo,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,55,"Blunt, blunt, orquesta de balas cuando suena el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,56,"Loco, si gastas siempre con el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,57,"El ruido del barrio siempre ha sido blunt, blunt, blunt, blunt",0,0,0,1,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,1,0.5378892643889288
Alemán,Astro 1,2018,0,58,"Blunt, blunt, orquesta de balas cuando suena el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,59,"Loco, si gastas siempre con el blunt, blunt",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Astro 1,2018,0,60,"El ruido del barrio siempre ha sido blunt, blunt, blunt, blunt",0,0,0,1,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,1,0.5378892643889288
Alemán,Perro Callejero,2018,0,2,(Yeah) Toda mi gente que anda hustleando,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Perro Callejero,2018,0,8,Ahora son de oro y cuelgan de mi cuello (skrt),0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,Perro Callejero,2018,0,14,"Más dinero, más problemas, no me echo pa' atrás",0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,Perro Callejero,2018,0,20,Ahora son de oro y cuelgan de mi cuello,0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,Perro Callejero,2018,0,26,Fue el que me enseñó a ser el jefe (el jefe),0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Perro Callejero,2018,0,35,Voy a lograrlo antes que acabe muerto,1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Perro Callejero,2018,0,44,"Ahora son de oro y cuelgan de mi cuello (wooh, wooh, wooh, ayo)",0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,El Patrón,2018,0,1,"Llegó el patrón, atención, todos a cambiar",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,2,"Llegó el patrón, cómo no, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,3,"Llegó al patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,4,"Llegó el patrón, sobre el juez, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,8,"Dinero siempre quise, traigo el filete pa' que lo guises",0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,El Patrón,2018,0,14,Mota mejor que tabaco,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,El Patrón,2018,0,17,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,18,"Llegó el patrón, cómo no, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,19,"Llego el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,20,"Llegó el patrón, sobre el juez, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,30,Pa' ser un patrón no ocupan la miseria,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,33,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,34,"Llegó el patrón, cómo no, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,35,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,36,"Llegó el patrón, sobre el juez, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,49,"And we clear of questions, el Jefe",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,50,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,51,"Llegó el patrón, cómo no, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,52,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,53,"Llegó el patrón, sobre el juez, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,54,"Llegó el patrón, atención, compa, jálese",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,58,"Ya llegó, párense, por mi flow soy el patrón del mes",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,62,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,63,"Llegó el patrón, cómo no, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,64,"Llegó el patrón, atención, todos a chambear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,El Patrón,2018,0,65,"Llegó el patrón, sobre el juez, todos a trapear",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,4,Y ni pa' salir porque en el barrio hay mucho drama (yeah),0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,6,"Apenas iba en la esquina y la puta chota me agarra, y yo",0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,14,A poco trae la maña de los putos federales,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,15,Por la mañana amanecido todo briago por el barrio,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,16,No veo a ningún soldado por el punto de mi barrio,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,21,"La calle está cerrada, la troca está nublada",0,1,0,0,0,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Pinches Puercos,2018,0,32,"Me avisaron por el Face', clava el perico en el case",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,5,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,6,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,7,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,8,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,9,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,17,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,18,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,19,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,20,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,21,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,22,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,23,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,24,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,25,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,46,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,47,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,48,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,49,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,50,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,51,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,52,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,53,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,54,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,55,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,56,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,57,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,58,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,59,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,60,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,61,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,75,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,76,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,77,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,78,Mueve ese kilo como tu culo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,79,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,80,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,81,Mueve tu culo como ese kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,82,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,83,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,84,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,85,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,86,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,87,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,88,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Kilo Culo,2018,0,89,Moving that ass like a kilo,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Down With Me,2018,0,14,"Me gusta la mota, pero más tu olor",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Down With Me,2018,0,15,La gente no entiende nuestro gangsta love,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Down With Me,2018,0,20,Ya que terminamos fumamos un blunt,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Rucón,2018,0,4,Todos andamos pelones y siempre fumando mota,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Rucón,2018,0,9,Un chingo como tú que se tira' de felón,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Rucón,2018,0,12,Siempre carga la alabada al millón el rucón,0,1,0,0,1,0,0,0.3803480594431229,1,0.5662592762585903,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Rucón,2018,0,13,"Su gente ahí estaba, todos lanzan la tejana",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Rucón,2018,0,14,"Fumando la marihuana, pura kush en su joint",0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Rucón,2018,0,15,"No quedan ni bachas, de oro repleta la cacha",0,0,1,0,0,0,0,0.3803480594431229,0,0.3636090530868494,1,0.5290923104056693,0,0.3971663629380304,0,0.3403122467607918
Alemán,Rucón,2018,0,17,Y saca las caguamas y jala a la banda,0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
Alemán,Rucón,2018,0,20,Todos andamos pelones y siempre fumando mota,0,0,0,0,1,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,1,0.5378892643889288
Alemán,Rucón,2018,0,25,Un chingo como tú que se tira' de felón,0,0,0,0,0,1,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Rucón,2018,0,27,"La fiesta no se acaba, se escuchan armas cortadas",1,0,0,0,0,0,1,0.5788120198877884,0,0.3636090530868494,0,0.3304446533913292,0,0.3971663629380304,0,0.3403122467607918
Alemán,Rucón,2018,0,29,"La banda no para, bolsitas de las más caras",0,0,0,1,0,0,0,0.3803480594431229,0,0.3636090530868494,0,0.3304446533913292,1,0.5909741664542535,0,0.3403122467607918
