artist,song,year,verso_texto,val_AR,val_MO,val_DI,val_PO,val_NA,val_GO,ia_AR,ia_MO,ia_DI,ia_PO,ia_NA
Los Tigres Del Norte,Carne Quemada,1997.0,por eso los federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Por Debajo Del Agua,1997.0,en el lado americano.,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Jefe De Jefes,1997.0,Muchos creen que me busca el gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Jenni Rivera,Las Cachanillas,2012.0,Pa no topar federales por aire andan ahora,0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Jenni Rivera,La Maestra Del Contrabando,2012.0,Yo se que me andan buscando la DEA y la Chota,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Vaquero's Musical,Avionetas Cargadas,1997.0,De la ley no se preocupen esta muy bien dominada,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Último Viaje,1997.0,Toreaban los de la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,Cuando Era Niño,2012.0,"Las riñas, los puercos y el narcomeludeo",0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0
C-Kan,Esta Vida Me Encanta,2012.0,"ni presidente ni juez mucho menos policía,",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Grupo Exterminador,El Último Viaje,1997.0,Los agentes de la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Ranchos Famosos,1997.0,"Y hasta el gobierno la piensa, pa' visitarlos",0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Informe Del Dea,1997.0,Un grupo de federales se dio cita en el lugar,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Los Tres Sinaloenses,1997.0,Judiciales del estado estaban bien,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Ignacio Parra,2012.0,el gobierno me buscaba,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Los Tres Sinaloenses,1997.0,Movilizados federales y soldados,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,La Suburban Dorada,1997.0,Cayeron seis judiciales,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Consulado privado,1997.0,También es contra la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Jenni Rivera,Jefa De Jefas,2012.0,La adea y la chota,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chayito Valdez,Simon Blanco,1985.0,"Que el gobierno respetaba,",0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,Nave 727,2008.0,Ninguna ley de la tierra,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Voz De Mando,"El Ranchero Al Que Apodan ""el Mayo"" ",2013.0,Gobierno mexico americano,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Hijo Menor,1996.0,Que no ha quedado imprimida porque es la ley del destino,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Reportero,1996.0,"Buscando contrabandistas, me hallaron los federales,",0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Natanael Cano,Porque La Demora,2025.0,Con la ley de la atracción al todo mal logrado,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Natanael Cano,Como Es,2025.0,"Si el gobierno me busca, bebé",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
"Natanael Cano, Anuel AA",Como Es (Remix),2025.0,"Si el gobierno me busca, bebé, yo me monto en el jet y me pelo",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Mariel Mariel,La Mercancía,2013.0,Que se lo lleva el viento o el policía,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Blnko,Irreverente/Desaparezco,2023.0,Me tira mucho pendejo pero ninguno me nombra,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Invasores De Nuevo Leon,El Baron Del Golfo,1996.0,El gobierno Americano pa juzgar a juan Garcia por ser,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Invasores De Nuevo Leon,El Baron Del Golfo,1996.0,el gobierno Americano sabe que es de sangre azteca y,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Invasores De Nuevo León,El Último Cartucho,1996.0,El gobierno lo buscaba,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Invasores De Nuevo León,El Último Cartucho,1996.0,Sin que la ley lo supiera,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Chapo Guzmán,1996.0,La ley nunca lo encontró,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Corrido De Juan Martha,1988.0,Del gobierno los rurales le temian,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Jacinto Treviño,1988.0,"Decía el sheriff mayor, como era un americano",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Parrandero,1997.0,"Peleaba de frente, con los federales",2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Calibre 50,De Sinaloa Para El Mundo,2012.0,"Me busca el gobierno, quieren agarrarme",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Caminantes,Benito Canales,1984.0,Gritando los federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Caminantes,La Mafia Muere,1984.0,Otros grandes también del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Pánfilo Natera,1984.0,Les dijo a los federales...,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,Los Contrabandistas,1976.0,Bandidos contra la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Juan Cantu,2012.0,Los agentes del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Calibre 50,El Burro,2012.0,Capoteandome al gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Jabalí,1997.0,la ley me esta protejiendo mas vale,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Jabalí,1997.0,los que a la ley le entregaron,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
"Peso Pluma, Luis R Conriquez",Siempre Pendientes,2022.0,Porque el gobierno es muy inteligente,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,El Leon De La Sierra,1988.0,"Murieron los federales, en las manos de una fiera,",3,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,La Fiera,1988.0,"Tres policías judiciales, que tanto lo atormentaron",1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Ranchos Famosos,1997.0,"Pero a la mala, no respetan federales",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,El Dos Dedos,2012.0,Cuando vio a los federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Nacho Verduzco,2012.0,Un policía se llevó,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,El Tartanero,1984.0,"""Este hombre es de mucha ley",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Caminantes,Valentin De La Sierra,1984.0,En manos del gobierno,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Caminantes,Benito Canales,1984.0,Viva el supremo gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Calibre 50,Plebada Alterada,2012.0,Para la ley son el rey,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Calibre 50,Plebada Alterada,2012.0,Si nos molesta la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Calibre 50,Renovar O Morir,2012.0,Esa es la ley de la vida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Clave 7,1988.0,"Ninguna ley del gobierno, mi nombre podrá cambiar",0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Huracanes Del Norte,Clave 7,1988.0,"En el reten de la loma, estaban 100 federales,",0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,El Llanto Del Inmigrante,2015.0,Pa esos a los que el gobierno considera,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,El Llanto Del Inmigrante,2015.0,De que la calle y el gobierno sea un desorden,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,El Llanto Del Inmigrante,2015.0,el enemigo es el gobierno Americano,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,La Muerte Del Pela Vacas,2012.0,Perseguido por la ley,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
C-Kan,Mama Me Dijo Un Dia,2015.0,"No hay más reventones, balas ni problemas con la ley",2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,Mama Me Dijo Un Dia,2015.0,Si lo fueron a casar o ya se lo cargo la tira,3,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
C-Kan,Mama Me Dijo Un Dia,2015.0,"Ellos quien llaman a la policía, no",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Nacho Verduzco,2012.0,La ley no se imaginaba,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Chico El Colorado,2012.0,"Tenia muchos enemigos siempre andaba bien armado, mucho miedo le tenian judiciales y soldados",1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Blnko,Siempre la Cago,2021.0,"Morra, tira paro y vuelve",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bad Bunny,Yo Visto Así,2021.0,"Si fuera bombero, me vistiera de policía",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bad Bunny,Dakiti,2021.0,"Y si tú me tira', vamo' a nadar en lo hondo (nadar en lo hondo)",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bad Bunny,Dakiti,2021.0,"Y si tú me tira', vamo' a nadar en lo hondo",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,La Recompensa,1996.0,Toditos los de la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Eme MalaFe,Así es la calle (Bonus Track),2024.0,"Que si fue la maña, que si es el gobierno",0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0
Pesado,La Chiva Colgada,2008.0,Amagando a los presente huyo de la policía,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
C-Kan,Mi Música Es Un Arma,2013.0,Por culpa de mi lírica una ficha pal' el gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
El Komander,Emilio Quintero,2013.0,El hombre dijo a la ley,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Invasores De Nuevo Leon,Jesus Martinez,1985.0,burlando los federales,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Gallo De San Juan,1985.0,Que solo a Dios y al gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
El Komander,La Mafia Se Sienta En La Mesa,2013.0,Platoclomo fue su ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
El Komander,La Vuelta Cargada,2013.0,Prendieron torretas varios federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
El Komander,La Vuelta Cargada,2013.0,Tal vez sea el gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Luis Y Julian,Numero 585,1985.0,"Los agentes federales, sitiaron aquel lugar",2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Voz De Mando,Calibre 45,2013.0,Todo lo que sea gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Voz De Mando,El Señor De Los Cielos,2015.0,Entre contras y gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,Por Una Rencilla Vieja,1983.0,Era el brazo del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Broncos De Reynosa,Clave 7,1983.0,"En el retén de la Loma, estaban 100 federales",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,Por El Mexicano,2015.0,mi gobierno me averguenza,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,Por El Mexicano,2015.0,la educacion no te la enseñan porque el gobierno te la vende,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
C-Kan,Quien Contra Mi,2015.0,Ve y preguntale al gobierno y los hommies en la penal,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Me Gusta Lo Bueno,1983.0,Se que la ley me persigue,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Me Gusta Lo Bueno,1983.0,Lo queman los federales,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Bad Bunny,La Canción,2021.0,Creo que tú jodes como la ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bad Bunny,La Canción,2021.0,Creo que tú jodes como la ley (uh),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alberto Vázquez,La Carcel De Cananea,1988.0,Al estilo americano,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alberto Vázquez,La Carcel De Cananea,1988.0,Me aprehendió la policía,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Pedro Infante,Nacho Bernal,1988.0,Cuando el gobierno llegó,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Pedro Infante,Nacho Bernal,1988.0,Me anda buscando la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Luis Perez Meza,El Barzon,1983.0,Tan sembrando muy a gusto tierras que les dio el gobierno,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Alegres De Terán,El Ojo De Vidrio,1980.0,"Burlándose del gobierno, mataba muchos soldados",3,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Elote El Barbaro,Esto Es México ,2015.0,"La Policía es de viseteria hay negocios ya sin garantía y nadie más confía, la feria rifa pero pero es una chinga obtener tantita y la mayoría se te va en pagar propinas . tanto impuesto, ISR, IVA",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elote El Barbaro,Esto Es México ,2015.0,"Damas, morras, rucas, sueldos, vivos, tontos, bisnes, presos, ratas, lacras, puercos chuecos, barrios, calles, cementerios, ESTO ES MÉXICO",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pedro Infante,Nacho Bernal,1988.0,Ahora se hacen a mi ley,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0
Denilson,Sed De Ganar,2021.0,Le explico al policía antes de que este se corrompa,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Carlos Y José,El Quemador,1988.0,Entre puros judiciales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Denilson,Lágrimas Y Sangre,2021.0,Arriba de un Mercedes esquivando a la ley,0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Gerardo Ortiz,Don Jesús,2021.0,Su rastro lo empezó a seguir el gobierno,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,El Asesino,1980.0,Y dicen me anda buscando la ley,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Millonario,Inmortal,2015.0,"Tira de frente, si no es porque eres cobarde",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario,"Calle, Alcohol, Sexo y Placer",2015.0,Si viene la chota les cierro el zaguán,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Millonario,Chingo De Cheve,2015.0,Ando bien caga palos y bien tira rollo,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario,Casco Nazi,2015.0,Me llevó la chota por culpa de un enriatado,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Carlos Y José,Corrido De Manuel Lopez,1988.0,Si me han hablado de frente ya no fueran federales,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Carlos Y José,Corrido De Manuel Lopez,1988.0,Mataron a Manuel Lopez los agentes federales,3,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Carlos Y José,El Quemador,1988.0,Compareños judiciales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Millonario,Yo No Creo En la Democracia,2015.0,Chingos de carnales 'tán hasta la madre del gobierno,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Millonario,Yo No Creo En la Democracia,2015.0,"Así es la vida, la ley nos la ensartan",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,El Capitan Fantasma,1980.0,"De la ley de Monterrey, de ella también te burlaste",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Discipulo Del Diablo,2007.0,Se burlaba del gobierno,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Discipulo Del Diablo,2007.0,Del gobierno y de los narcos,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,La Fama De La Pareja,2007.0,quedando la ley burlada.,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Tiro Loko,Al Tiro Loko,2020.0,"Andale güey, póngale play, soy como un rey impongo mi ley",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dharius,Espejismo,2020.0,"De la raza más prendida, de esos que siempre son ley",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kosmer,Brasil 99',2020.0,Pero lo que tengo es casi ley que lo comparto,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Primero Company,Sean Kemp,2020.0,Choros a la tira vine a levantar las manos,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Y José,Santos Cantu,1988.0,"""Soldados o judiciales, vengan a acabar conmigo""",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Dharius,Arenosos,2020.0,"Rimas de ley, de Monterrey, pa' los locotes de todos los barrios",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Por Ser Sinaloense,2007.0,Se k me busca el gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Polvo Maldito,1980.0,Los de la ley eran cinco.,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Polvo Maldito,1980.0,El gobierno americano,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Kartel De Las Calles,Las Calles Me Llaman,2006.0,Siempre he sido tiro al blanco pa'la pinche policía,2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Metro,2007.0,cuando el era de gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Jose Lopez,1980.0,Rival de la policía,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Jose Lopez,1980.0,Llegaba la policía,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Pistoleros Famosos,1980.0,Y uno que otro americano,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes de Linares,Eleazar Del Fierro,1980.0,"Ya murió Eleazar Del Fierro, lo mató la policía",2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Ignacio Lopez Tarso,La Persecución De Villa,2007.0,se vistió de soldado americano,2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Pedro Infante,Jorge Negrete,2007.0,Te saludamos por ser de ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pedro Infante,Jorge Negrete,2007.0,Y te admiramos por ser de ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Las Huellas Del Alacrán,2007.0,La ley le dijo al sujeto no tienes porque temblar,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Las Huellas Del Alacrán,2007.0,Un dia lo atrapoo la ley lo tuvieron que soltar porque no dejo una huella ni siquiera capilar,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Adan Cruz & Lc Padrino,Trece Remix,2020.0,"Danzamos con lobos y si no tira, león",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Corrido De La Chicharra,1978.0,Y la ley de nuevo león,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Corrido De La Chicharra,1978.0,Adiós ley de Tamaulipas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Fantasma,2008.0,Ke se burle de su ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Redimi2,Quién Contra Mí,2019.0,"Vivo por gracia, nunca por ley",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Voz De Mando,El Macho y El Sangriento,2013.0,Guachitos y a federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Voz De Mando,Maximo Nivel,2013.0,Lo mismo va pal gobierno si estan invadiendo,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Fierro Bazan,2008.0,"al visitar a un amigo, lo aprendieron los federales",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Fierro Bazan,2008.0,lo tenian prisionero por delitos federales,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,Hermanos Bocanegra,2008.0,"Lo que ante la ley, le pertenecía",0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Cadetes De Linares,La Fuga De Mazatlan,2008.0,Por que la ley donde quiera ahorita me anda buscando,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Voz De Mando,Comandos del M.P. (500 Balazos),2013.0,Ya los del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Paulo Londra,Solo Pienso En Ti,2019.0,"Ahora viene el verano (yeah), te tira' una foto",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Amador Garcia,2008.0,"para cobrarle la deuda, a esos falsos federales",0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Charro De Culiacán,1996.0,Al gobierno americano,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Contrabando Y Traicion,1988.0,La policía solo hallo,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Un Hombre De Ley,2007.0,Porque soy hombre de buena ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Un Hombre De Ley,2007.0,En los retenes de federales,0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Mira Quien Vuelve Al 100,2006.0,Vas con la policía y presumías que eras un pinche malandro,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Mas Vale Cholo,2007.0,La policía lo mira y lo saluda,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Si Son Bien Jotos ,2006.0,Le marcan a la chota y le dicen me pego Dharius,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,México Lindo Y Bandido ,2006.0,"Te dejan en pelotas, te montan a la chota",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Hey Si Me Ven,2006.0,"Hey, si la ley me guacha por la calle dice: ""párate, wey""",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Cris,2007.0,aun que la ley no lo quiera,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Conexión Vieja Escuela ,2006.0,Y de ley el pecador con con el tabacón,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Si Son Bien Jotos ,2006.0,Por si me tuercen los cuetes darles su mochada al chota,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
J Balvin,Arcoíris,2020.0,Ven pa' acá y rompamos la ley (-ey),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
J Balvin,Arcoíris,2020.0,Dame un poquito de tu e' le ley (wuu),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
J Balvin,Amarillo,2020.0,"La policía está molesta porque ya se puso buena la fiesta, pero",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Mz,2007.0,La ley quiere detenerlo,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Comando Negro,2007.0,La ley tiene su tarifa,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Comando Negro,2007.0,La ley se asusta y coopera,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Comando Negro,2007.0,Aunque el gobierno se aferra,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,El Gato Felix,2003.0,Al gobierno hizo temblar,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,R. Uno,2003.0,También muchos federales,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Justicia A Villa,2003.0,Porque el gobierno lo reconoció,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Antonio Aguilar,Valentín De La Sierra,2003.0,"Cuando por su mala suerte, calló Valentín en manos del gobierno",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Morir Matando,2003.0,Yo soy un hombre de ley,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Los Tigres Del Norte,Morir Matando,2003.0,Morir matando es la ley,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Por Una Rencilla Vieja ,2006.0,"Y el general Camarena, era el brazo del Gobierno",0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Diamante Negro,2007.0,ni los conrtas ni el gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Joan Sebastian,Pancho Bigotes,1988.0,Los judiciales no le entran,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Joan Sebastian,Pancho Bigotes,1988.0,Y que lo busca la ley,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Chemo Lopez,2007.0,"ahi varios federales al bajarse lo rodeaban,",2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Manuel Borgia (El Mexicano),2007.0,Esta en manos del gobierno,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,Manuel Borgia (El Mexicano),2007.0,El agente del gobierno,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Los Tucanes De Tijuana,El Karis,2014.0,Tumbo varios del gobierno,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
